"Duration..in.seconds.","Q54_First.Click","Q54_Last.Click","Q54_Page.Submit","Q54_Click.Count","Q48","Q55_First.Click","Q55_Last.Click","Q55_Page.Submit","Q55_Click.Count","Q42","Q44","Q45","Q46","Q53_First.Click","Q53_Last.Click","Q53_Page.Submit","Q53_Click.Count","Q10","Q50_First.Click","Q50_Last.Click","Q50_Page.Submit","Q50_Click.Count","Q11","Q51_First.Click","Q51_Last.Click","Q51_Page.Submit","Q51_Click.Count","Q13","Q52_First.Click","Q52_Last.Click","Q52_Page.Submit","Q52_Click.Count","Q1","Q56_First.Click","Q56_Last.Click","Q56_Page.Submit","Q56_Click.Count","Q57_First.Click","Q57_Last.Click","Q57_Page.Submit","Q57_Click.Count","X1_Q25","X1_Q60_First.Click","X1_Q60_Last.Click","X1_Q60_Page.Submit","X1_Q60_Click.Count","X1_Q20","X1_Q24","X1_Q61_First.Click","X1_Q61_Last.Click","X1_Q61_Page.Submit","X1_Q61_Click.Count","X2_Q25","X2_Q60_First.Click","X2_Q60_Last.Click","X2_Q60_Page.Submit","X2_Q60_Click.Count","X2_Q20","X2_Q24","X2_Q61_First.Click","X2_Q61_Last.Click","X2_Q61_Page.Submit","X2_Q61_Click.Count","X3_Q25","X3_Q60_First.Click","X3_Q60_Last.Click","X3_Q60_Page.Submit","X3_Q60_Click.Count","X3_Q20","X3_Q24","X3_Q61_First.Click","X3_Q61_Last.Click","X3_Q61_Page.Submit","X3_Q61_Click.Count","Q28_1","Q28_2","Q28_3","Q28_4","Q28_5","Q28_6","Q28_7","Q28_8","Q28_9","Q28_10","Q28_11","Q28_12","Q37","Q64_First.Click","Q64_Last.Click","Q64_Page.Submit","Q64_Click.Count","Q32_1","Q32_2","Q32_3","Q32_4","Q32_5","Q32_6","Q32_7","Q32_8","Q32_9","Q32_10","Q32_11","Q39","Q65_First.Click","Q65_Last.Click","Q65_Page.Submit","Q65_Click.Count","Q35_1","Q35_2","Q35_3","Q35_4","Q35_5","Q35_6","Q35_7","Q35_8","Q35_9","Q35_10","Q35_11","Q40","Q66_First.Click","Q66_Last.Click","Q66_Page.Submit","Q66_Click.Count","resp1","resp2","condition","firstlist","otherprompt","qID1","qID2","qID3","preamble","freelist","listitem","scalenumber","itemrefer","showprompt","id","completion_order","new","in.soft.launch"
"302","5.685","6.021","10.859","2","1","0","0","0.915","0","18","2","2","1","","","","","The increase of the average temperature each year. ","1.237","1.237","19.58","1","1","2.747","2.747","3.62","1","","","","","","cat
dog 
mouse","2.229","17.376","20.698","3","7.013","7.013","13.034","1","","","","","","'- Green house gases
- Increase of coal burning
- Burning of plastics","","1.566","22.921","34.94","2","","","","","","Rise of sea levels
Less animals that depend on ice habitat
","","3.233","17.205","41.949","2","1","18.954","18.954","20.001","1","'- Renewable resources
- Carbon tax","","1.405","1.405","13.81","1","6","5","6","5","1","5","5","5","6","6","2","5","","2.664","23.493","25.714","16","5","5","5","6","6","6","6","6","7","6","5","","4.684","25.688","26.3","16","2","2","4","3","3","4","4","4","1","4","3","","3.438","44.852","45.64","16","'- Renewable resources","'- Carbon tax","1","<li>- Renewable resources</li><li>- Carbon tax</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",32,14,FALSE,TRUE
"328","39.053","39.053","40.388","1","1","0","0","1.315","0","20","2","3","1","","","","","the changing of the climate that creates more drastic weather ","1.267","1.272","12.132","2","1","4.553","4.556","5.279","2","","","","","","cat
dog
mouse","1.428","1.433","5.495","2","0","0","2.87","0","","","","","","population
farming
fossil fuels","","0.859","1.668","19.345","3","","","","","","unstable ecosystems
","","1.221","1.225","36.276","2","1","1.913","1.919","3.046","2","reduce their impact","","1.387","1.394","11.481","2","5","5","5","5","5","5","5","5","5","5","4","5","","2.739","22.491","23.454","40","3","6","5","3","6","6","4","3","5","4","5","","3.226","45.542","46.246","30","4","2","4","3","3","3","4","4","4","4","2","","57.663","96.891","97.479","29","reduce their impact","","1","<li>reduce their impact</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",33,54,FALSE,FALSE
"1140","0","0","12.643","0","1","0","0","9.399","0","28","1","5","1","","","","","climate change in australia has been a critical issue.","2.399","2.399","98.663","1","1","5.187","5.187","7.838","1","","","","","","cat will feel hot          
  dog will feel hot   
mouse will feel hot                                                                                                                                                                                                                                                                                                                                                                                                                                                       ","83.752","745.43","748.83","36","0","0","5.66","0","","","","","","co2,wind","no","3.486","47.032","49.555","4","","","","","","hot,flooding,rain,drought","no","3.829","57.654","60.282","4","3","10.794","10.794","14.392","1","we can not stop stop","no","6.124","27.157","29.302","2","7","6","5","6","7","6","5","6","6","7","6","5","nice","3.856","14.481","19.155","13","7","6","5","6","7","6","7","6","7","7","6","no","1.912","11.384","13.764","12","7","6","5","4","3","2","3","4","5","6","7","","2.869","12.23","18.101","12","we can not stop stop","","1","<li>we can not stop stop</li>","","3_QID20","","","","society cannot stop or reduce climate change","reasons why","4","for why","0",34,12,FALSE,TRUE
"937","0","0","17.573","0","1","0","0","4.145","0","75","2","5","1","","","","","Climate Change is an increase in the worlds temperatures due to human intervention","12.797","12.797","55.281","1","1","6.012","6.012","7.829","1","","","","","","cat
dog
mouse","18.664","18.664","29.076","1","0","0","37.974","0","","","","","","More cars /vehicle on the road are causing more carbon dioxide
Too much coal fired power stations
","","5.445","355.059","394.336","4","","","","","","The temperatures in some locations will be too hot for people to live in
The increase in temperature will cause the ice in the arctic and arctic to melt causing flooding","","9.745","9.745","84.634","1","1","9.056","9.056","10.746","1","Have more renewable energy like wind farms and solar panels
Have more electric vehicles","","4.687","4.687","65.066","1","7","4","7","1","1","6","6","6","7","7","7","7","","10.874","46.547","48.8","12","5","5","6","6","6","6","6","6","7","7","7","","9.295","46.667","49.226","11","1","1","2","2","4","4","2","4","2","7","2","","18.881","81.69","83.316","11","Have more renewable energy like wind farms and solar panels","Have more electric vehicles","1","<li>Have more renewable energy like wind farms and solar panels</li><li>Have more electric vehicles</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",35,8,FALSE,TRUE
"509","0","0","24.511","0","1","0","0","2.665","0","47","1","2","1","","","","","A natural change in the earths temperature over long periods of time","1.864","1.864","32.705","1","2","3.021","3.021","3.868","1","","","","","","Bunyip
Yeti
Sasquatch","9.995","61.427","63.876","4","0","0","12.384","0","","","","","","Solar flares
Magnetic flux
Pole shift","","2.413","2.413","87.988","1","","","","","","Start of an ice age
Melting of ice caps
Rise in sea level","","8.466","8.466","44.516","1","3","5.89","5.89","8.83","1","You cannot change the earth cycles
Cannot change the sun cycles
it happens every 200 000 years roughly","","4.142","57.174","67.629","3","4","5","4","3","1","2","1","3","4","4","2","2","","8.2","28.612","42.875","12","3","5","4","3","4","5","5","5","5","4","6","","6.953","30.964","32.799","11","4","4","4","4","4","4","4","4","4","4","4","","19.935","31.951","53.911","11","You cannot change the earth cycles","Cannot change the sun cycles","2","<li>You cannot change the earth cycles</li><li>Cannot change the sun cycles</li><li>it happens every 200 000 years roughly</li>","","3_QID20","","","climate change is occurring","society cannot stop or reduce climate change","reasons why","4","for why","0",36,41,FALSE,FALSE
"572","0","0","9.858","0","1","0","0","16.221","0","64","2","5","1","","","","","Climate change is where the weather either warms or it cools which is the course of nature.","2.938","43.242","73.755","4","2","3.332","3.332","4.4","1","","","","","","tiger
elephant
dolphin","3.722","3.722","28.733","1","1.832","1.832","4.551","1","","","","","","car emissions
natural causes
volcanic eruptions","No","2.091","26.931","31.817","2","","","","","","the oceans may rise and islands could disappear
some animals could become extinct
oxygen cycle could possibly be affected","I think that maybe because rainforests are being cleared that the supply of oxygen could be affected.","6.113","92.769","110.111","5","2","4.507","4.507","7.099","1","we could limit the number of cars on the roads
we could continue to improve industry so that they do not put out as much of the gases into the atmosphere
we could take better care of our planet by keeping it cleaner","No","3.439","85.319","90.252","3","5","6","6","3","5","3","4","4","5","5","4","5","No","6.793","50.162","53.194","16","4","5","5","3","3","5","3","4","3","4","5","No","6.87","40.79","44.127","12","3","3","4","3","3","3","4","4","3","5","3","None","12.903","55.071","61.414","13","we could limit the number of cars on the roads","we could continue to improve industry so that they do not put out as much of the gases into the atmosphere","2","<li>we could limit the number of cars on the roads</li><li>we could continue to improve industry so that they do not put out as much of the gases into the atmosphere</li><li>we could take better care of our planet by keeping it cleaner</li>","","3_QID20","","","climate change is occurring","society could do to stop or reduce climate change","things that","4","that","0",37,71,FALSE,FALSE
"1140","0","0","137.223","0","1","0","0","4.761","0","18","2","2","1","","","","","The accumulation of greenhouse gases, carbon dioxide and other gases in the atmosphere which leads to an exponential rise in temperatures around the globe","1.187","1.187","118.075","1","1","2.003","2.003","3.147","1","","","","","","Dog
Cat
Giraffe","8.271","8.271","19.247","1","0","0","6.335","0","","","","","","Use of coal as a source of energy
Gas emissions from transport
Gas emissions from large factories
Heavy non-sustainable deforestation
Increased human population
","Increased human population = more resources needed to support the population, which adds more pressure onto the factors listed above","1.442","175.858","214.65","2","","","","","","More natural disasters
Exponential rise in animal and plant extinctions
Even more heated political debates
Running out of resources (such as coal energy) needed to support the population in some countries
","","3.779","108.603","138.524","2","1","1.875","1.875","6.308","1","Support political parties that advocate policy changes to fight against climate change
Educate children about the importance of sustaining natural ecosystems from a young age
Make small lifestyle changes to reduce the amount of pollution emitted per household
Campaigns to plant more trees
Protests/movements to stop the use of non-sustainable energy
Protests/movements to stop deforestation and save critically endangered animals and plants","","1.718","158.214","159.447","2","7","7","7","5","6","5","7","5","6","7","4","5","","8.05","107.386","111.475","15","3","7","6","6","6","7","7","7","7","6","7","","7.262","41.766","50.568","14","3","3","4","3","5","4","2","3","4","5","1","Maybe a little bit of insight as to what exactly fossil fuels and nuclear energy are made from and what they do","19.746","107.338","135.953","13","Support political parties that advocate policy changes to fight against climate change","Educate children about the importance of sustaining natural ecosystems from a young age","1","<li>Support political parties that advocate policy changes to fight against climate change</li><li>Educate children about the importance of sustaining natural ecosystems from a young age</li><li>Make small lifestyle changes to reduce the amount of pollution emitted per household</li><li>Campaigns to plant more trees</li><li>Protests/movements to stop the use of non-sustainable energy</li><li>Protests/movements to stop deforestation and save critically endangered animals and plants</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",38,64,FALSE,FALSE
"490","4.169","4.169","57.187","1","1","0","0","6.738","0","35","1","5","1","","","","","Frequent change of rain fall , sunny day","1.341","1.341","48.381","1","1","4.906","4.906","5.992","1","","","","","","Global warming
Reduce in trees
Higher usage of plastic","1.295","107.024","107.745","7","0","0","3.324","0","","","","","","Use of plastic and cutting trees","None","1.032","1.032","34.45","1","","","","","","Grow more Trees and reduce usge of plastci","None","1.282","1.282","25.355","1","1","2.789","8.317","8.67","3","Grow more Trees","None","4.039","19.614","24.039","3","5","6","5","6","5","6","5","6","5","6","5","6","","2.546","10.444","12.864","13","6","5","6","5","5","6","5","6","5","5","6","","3.31","11.799","12.592","14","4","2","2","3","2","3","3","3","3","6","2","","3.138","35.508","36.175","26","Grow more Trees","","1","<li>Grow more Trees</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",39,60,FALSE,FALSE
"551","0","0","7.504","0","1","0","0","2.837","0","46","2","4","1","","","","","where the temperture is getting warmer caused by fossil fuels","2.445","2.445","187.539","1","1","17.961","17.961","19.27","1","","","","","","goat
cat
dog","8.927","8.927","16.228","1","0","0","5.957","0","","","","","","Too much electricity
Too much coal
Too much oil
Destruction of tress/forests","No","2.253","41.325","44.781","2","","","","","","Severe drought
Oceans may rise and take out homes/some small islands
Poorer countries hit hardest as richer countries can buy supplies etc","No","3.822","57","60.388","2","2","8.245","8.245","9.482","1","Stop overpopulation
use nuclear power
aim for renewable energy sources","No","2.291","37.519","40.94","2","6","7","6","4","1","3","4","7","5","6","6","4","No","8.648","33.857","37.248","15","1","7","4","4","5","7","4","6","2","3","4","No","6.652","32.88","35.773","12","4","3","4","3","4","3","3","1","2","3","2","This section gives me hope that things can be done","7.956","39.236","51.386","12","Stop overpopulation","use nuclear power","1","<li>Stop overpopulation</li><li>use nuclear power</li><li>aim for renewable energy sources</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",40,51,FALSE,FALSE
"254","1.592","3.567","4.803","3","1","0","0","2.582","0","30","1","5","1","","","","","SO BAD THINK THAT DESTROY THE WORLD","0.927","0.927","20.59","1","1","4.588","4.588","6.258","1","","","","","","HORSE
PIG
RABBIT","6.816","35.12","36.033","6","1.733","1.733","3.651","1","","","","","","FUCK
GOVERMENT","MAKW","8.663","9.495","19.782","2","","","","","","IDK","OMG","2.021","8.091","8.973","5","1","1.761","2.707","5.366","2","BVAS","MAG","0.708","5.907","6.734","2","2","2","2","2","2","2","2","2","4","2","4","3","YES","1.274","9.205","10.214","4","5","7","2","2","3","2","2","2","2","2","2","BACK
","1.385","9.198","9.668","3","5","2","2","2","2","2","2","2","2","2","2","NO","0.972","7.305","7.695","3","BVAS","","1","<li>BVAS</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",41,70,FALSE,FALSE
"283","0","0","2.516","0","1","0","0","1.2","0","43","1","5","1","","","","","Its the bad things that human did to the nature","0.825","15.745","42.632","2","1","3.771","3.771","4.539","1","","","","","","heat
noise
snow melting","2.145","27.305","44.303","5","0","0","1.685","0","","","","","","industrial factories
cars","not sure","0.897","39.826","40.96","7","","","","","","snow melting
higher heat","not sure","0.697","12.369","14.792","3","2","1.14","1.14","1.974","1","more eco friendly industies","not sure","9.869","31.149","32.573","3","7","7","6","5","6","7","7","5","6","5","6","6","I hope that the 1%Human stop being greedy and let the 99% to live in this earth","3.117","33.037","47.501","19","5","6","7","5","4","5","6","4","6","5","5","not sure","7.167","14.631","18.103","13","6","5","4","6","3","4","5","7","6","4","2","","2.654","10.167","11.271","14","more eco friendly industies","","1","<li>more eco friendly industies</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",42,79,FALSE,FALSE
"326","9.18","9.18","10.38","1","1","0","0","3.435","0","33","2","4","1","","","","","Climate change is the changing of the environment, usually deemed as due to human intervention.","1.82","1.82","37.929","1","1","1.955","1.955","3.261","1","","","","","","horse
cow
Giraffe","1.272","15.723","16.7","3","0","0","3.818","0","","","","","","Greenhouse Gases
Plastics
burning of fossil fuels","no thanks","1.678","40.703","41.802","5","","","","","","Increase of temperature
Increase in natural disasters
change to coastlines","no","1.874","40.701","41.583","4","1","2.392","2.392","4.366","1","Support renewable energy
Reduce waste
plant more trees","no","1.147","24.149","26.46","3","6","4","7","6","3","5","6","6","7","7","6","7","no","4.734","34.338","35.041","17","6","6","6","6","6","7","6","7","7","7","7","no","4.367","26.752","27.695","16","1","1","3","1","5","3","2","2","4","6","1","no","4.946","34.687","35.464","16","Support renewable energy","Reduce waste","1","<li>Support renewable energy</li><li>Reduce waste</li><li>plant more trees</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",43,84,FALSE,FALSE
"1313","0","0","9.961","0","1","0","0","3.892","0","51","1","3","1","","","","","climate change is the increase in global temperatures because of the activity of mankind on the planet.","7.366","60.681","65.429","2","2","5.953","10.282","12.092","2","","","","","","cat 
dog
mouse","10.014","19.541","24.479","4","0","0","14.65","0","","","","","","natural process of the planet after all there have been periods of warming and cooling before
burning fossil fuels
cutting down trees
larger abundance bio life(whole planetary life forms) in the whole planet
geological process inside the planet
stellar process due to the solar systems place in the whole galaxy/universe
natural way for the earth to rebalance the population of mankind","we as humans have only documented the climate for a couple hundred years, the whole science of climate is a interpertation of whatever statistics they choose to make, and involves a large amount of funding from governments who in turn are creating wealth from taxes from the same science. so in my opinon nothing is proven","7.739","433.967","461.969","12","","","","","","sea rises
temperature rises
more co2
population dieoff 
","","9.803","105.382","116.825","2","2","10.439","10.439","20.27","1","limit human reproduction reduce population growth globally
ban all non renewable energy production
ban petro chemical cars
re plant forrests
","that is IF man is the responsible factor and climate change is occuring","8.313","126.921","161.996","4","6","5","6","6","1","6","7","6","6","6","6","5","these are just the supposed manmade causes what about some more natural posibilities","14.728","123.313","127.791","17","5","5","5","5","5","7","6","6","7","7","7","","12.904","48.769","53.086","11","1","3","4","4","4","3","3","3","2","4","2","banning all private transportation , except for bicycles ","20.928","166.535","208.675","13","limit human reproduction reduce population growth globally","ban all non renewable energy production","2","<li>limit human reproduction reduce population growth globally</li><li>ban all non renewable energy production</li><li>ban petro chemical cars</li><li>re plant forrests</li>","","3_QID20","","","climate change is occurring","society could do to stop or reduce climate change","things that","4","that","0",44,10,FALSE,TRUE
"2708","0","0","6.324","0","1","0","0","3.458","0","60","1","3","1","","","","","it is supposed to be the gradual warming of the earth/temperatures causing adverse weather affects, unfortunately the polititions  are taking advantage of scare mongering and using it to prop up taxing their respective countries on false reports.","12.913","132.66","280.253","3","3","6.206","6.206","8.141","1","1","12.541","12.541","13.84","1","horse
lamb
cow","19.65","78.657","181.322","6","0","0","23.465","0","","","","","","volcanic eruption
bush fires
earthquakes
floods
cyclones
fossil fuel
cows, even though they have been roaming the earth since the dawn of time!","the first five are the major ones but then why tell people about them when you can use the minor ones to scare the greens  minorities and simpletons  into action against them","11.682","769.484","786.82","16","","","","","","a very slight rise in temperature ,03 of a degree if that
lowering of the temperature 
no rise of temperature","we can only speculate what will happen","39.329","253.138","350.667","10","3","12.226","12.226","15.7","1","approximately 98% of carbon emission is naturally made, human kind only produces a very small percentage, so why are the governments pulling wool over our eyes?","someone have the guts to tell the truth!","8.078","343.505","386.482","8","2","7","2","2","1","2","2","2","2","2","2","2","no","21.763","73.286","76.697","13","2","2","2","2","2","2","2","2","2","2","2","none","14.826","251.277","255.459","15","4","4","4","4","4","4","4","3","1","4","4","none","35.52","204.663","210.775","13","approximately 98% of carbon emission is naturally made, human kind only produces a very small percentage, so why are the governments pulling wool over our eyes?","","2","<li>approximately 98% of carbon emission is naturally made, human kind only produces a very small percentage, so why are the governments pulling wool over our eyes?</li>","","3_QID20","","","climate change is occurring","society cannot stop or reduce climate change","reasons why","4","for why","0",45,78,FALSE,FALSE
"663","0","0","4.186","0","1","0","0","1.048","0","48","2","4","1","","","","","melting of the icecaps changing the water temperature/currents resulting in cooling of the earth/temperature changes which will lead to global warming/cooling/ice ages etc happening faster than usual due to man","6.738","23.17","102.427","2","1","5.467","5.467","6.256","1","","","","","","cat
bird
goat","6.062","25.41","27.884","3","0","0","7.669","0","","","","","","carbon emissions
co2
human activity
ice cap melting

","","2.245","42.56","45.093","4","","","","","","global temperature drops
ice age","planet will warm due to warming activity, causing icecaps to melt which will result in temperature changes (drops) and may lead to next ice age","7.018","27.332","68.2","2","2","4.475","4.475","5.265","1","cut emissions
greener fuels
green power
reduce waste","vegans should shut the hell up about everyone giving up meat as many vegan plant food take up more space and use up more resources (like water etc) than animals do.  Eating meat is natural (all animals do it and Man is an animal)  ","4.416","43.836","115.711","2","7","5","7","2","4","6","6","5","4","7","7","7","even if people have electric vehicles, they need to be charged and electricity is running off coal so isn't this WORSE than a car that runs off petrol?  Unless your electricity is non-coal, an electric vehicle or a hybrid does its own harm to the environment when you have to charge it","9.04","119.737","120.01","14","4","7","7","4","5","7","7","6","5","7","7","","13.227","34.242","37.618","11","2","1","4","4","7","2","4","4","4","4","2","I have no idea about some of the answers (I think you need a ""don't know/not sure) ","28.62","73.639","99.221","13","cut emissions","greener fuels","1","<li>cut emissions</li><li>greener fuels</li><li>green power</li><li>reduce waste</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",46,55,FALSE,FALSE
"729","0","0","7.435","0","1","0","0","1.896","0","56","1","3","1","","","","","man made emissions, as well as animal and natural generally heating the atmosphere","2.082","90.684","93.907","2","1","2.951","2.951","4.399","1","","","","","","frog
gull
ant","2.511","30.968","34.496","2","0","0","1.784","0","","","","","","man
nature
animals","","1.439","1.439","40.491","1","","","","","","atmosphere gets warmer
melanomers rise
less fresh water, crops and animals die","","3.781","3.781","93.272","1","1","4.52","4.52","5.885","1","dont use/process/burn fosil fuels
harness renueable energy sources
wipe out half the worlds population","","3.48","113.765","152.75","3","7","7","7","7","2","7","7","7","7","7","1","4","erruption put co2 into air but air travel stopped by major erruption can lead to more co2 net savings","7.869","126.665","131.389","17","7","7","7","7","7","7","7","7","7","7","7","","8.307","30.057","31.837","11","2","4","4","3","5","3","4","3","2","4","2","","19.361","100.699","102.451","12","dont use/process/burn fosil fuels","harness renueable energy sources","1","<li>dont use/process/burn fosil fuels</li><li>harness renueable energy sources</li><li>wipe out half the worlds population</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",47,80,FALSE,FALSE
"289","5.091","7.474","8.746","4","1","0","0","3.364","0","34","2","5","1","","","","","The abnormal changes of tempreture around the world","8.951","8.951","32.889","1","1","0.146","1.674","3.095","2","","","","","","Dog
Cat
Rat","5.583","29.387","30.856","8","0","0","6.484","0","","","","","","Polution
Garbage
Airplanes","","1.463","26.813","28.016","4","","","","","","Fires
No Water
Flooding","","3.125","16.655","18.225","3","1","5.537","8.988","10.997","3","Reduce Carbon
Don't fly as much
Clean up polution","","7.446","34.463","35.786","2","7","2","7","2","7","7","7","7","7","7","7","7","","1.79","20.696","21.871","16","7","7","7","7","6","7","7","7","7","7","7","","1.768","24.71","26.062","14","7","7","7","7","7","7","7","7","7","7","6","","1.351","11.924","13.205","15","Reduce Carbon","Don't fly as much","1","<li>Reduce Carbon</li><li>Don't fly as much</li><li>Clean up polution</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",48,33,FALSE,FALSE
"866","0","0","18.11","0","1","0","0","15.646","0","58","2","2","1","","","","","Variance in what is considered the normal temperature for different regions.
Based on historical data the world is warmer than it was 100 years ago.","1.938","1.938","78.758","1","2","4.478","4.478","5.562","1","","","","","","cat
dog
mouse","8.99","30.93","36.8","2","16.668","16.668","18.032","1","","","","","","Just the normal change in the world's climate for instance 10,000 years ago there was a ice age
More energy burning fuels being used and heating up the atmosphere, causing holes in the ozone layer and letting more radiation through
Burning off of forests therefore less trees etc to turn carbon monoxide into oxygen","self explanatory","5.118","180.082","190.3","2","","","","","","Ice keeps melting and sea levels change causing flooding of coastal regions with cities being wiped out
Animals becoming extinct i.e. polar bears
More dessert like land","","9.36","9.36","109.378","1","1","6.608","6.608","7.672","1","Reduce fossil fuel burning find other clean ways of making energy
Stop cutting down forests","","2.57","43.41","47.092","2","5","7","5","4","4","3","6","5","5","6","4","4","","3.448","24.136","27.122","13","3","5","7","3","6","7","4","6","6","6","7","","6.482","25.674","27.594","11","2","3","3","3","3","3","2","3","2","3","2","","16.288","72.786","75.336","17","Reduce fossil fuel burning find other clean ways of making energy","Stop cutting down forests","2","<li>Reduce fossil fuel burning find other clean ways of making energy</li><li>Stop cutting down forests</li>","","3_QID20","","","climate change is occurring","society could do to stop or reduce climate change","things that","4","that","0",49,85,FALSE,FALSE
"776","7.236","7.236","8.091","1","1","0","0","20.047","0","36","1","2","1","","","","","global warming","53.83","53.83","62.069","1","1","3.927","4.137","4.901","2","","","","","","cat
dog 
mouse","16.295","27.56","28.491","2","0","0","11.18","0","","","","","","air pollution
burning coal/ fuel
less forrest
","","9.678","173.393","174.853","3","","","","","","flood
extreme weather
less food","","6.022","68.581","69.453","2","1","6.769","6.769","7.75","1","recycle
no coal
renewable energy","","6.219","6.219","51.901","1","6","4","6","3","2","3","6","4","4","6","2","4","","4.983","30.595","31.578","15","5","6","6","4","6","5","3","4","4","4","3","","10.325","36.071","36.869","14","3","3","4","4","4","2","3","4","3","6","2","","9.508","39.841","40.757","13","recycle","no coal","1","<li>recycle</li><li>no coal</li><li>renewable energy</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",50,34,FALSE,FALSE
"294","0","0","9.671","0","1","0","0","4.274","0","24","1","5","1","","","","","The 8,848 m (29,029 ft) height given is officially recognised by Nepal and China, although Nepal plans a new survey. In 1856, Andrew Waugh announced Everest (then known as Peak XV) as 8,840 m (29,002 ft) high, after several years of calculations based on observations made by the Great Trigonometric Survey.","1.052","3.837","4.481","3","1","0.945","0.945","1.863","1","","","","","","cat
dog
mouse","0.628","8.844","14.401","3","0","0","2.488","0","","","","","","gnhn","hmujyhy","0.861","1.997","4.058","2","","","","","","ujyhgf","ujyhtgfr","1.249","2.968","4.432","2","1","1.217","1.217","7.028","1","kjuhygt",",kmjnhbgv","1.178","2.325","4.354","2","1","2","3","4","5","6","7","6","5","4","5","6","k,mjnhbgv","1.198","20.318","21.858","14","1","2","3","4","5","6","7","6","5","4","5","mnhbgvf","15.565","26.642","28.098","16","1","2","3","4","5","6","7","6","5","4","5","lk,mjnhbgvfcd","97.099","106.196","108.137","13","kjuhygt","","1","<li>kjuhygt</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",51,46,FALSE,FALSE
"980","0","0","7.242","0","1","0","0","2.263","0","70","1","5","1","","","","","the gradual heating of the planet, the drying out of the land , the heating of the oceans and the melting of the ice caps","5.787","5.787","56.544","1","1","4.143","4.143","5.51","1","","","","","","polar bear 
snow fox
penguin","30.246","104.94","113.056","7","0","0","19.631","0","","","","","","over grazing of pasture lands
deafrestation
use of coal for power generation","coal fired power creates additional pollution","5.99","116.326","121.09","5","","","","","","an increase in damaging storms
longer droughts
rising sea levels
the oceans becoming more acidic
the extiniction of species","these were forecast and are starting to happen","22.154","107.131","125.494","5","1","17.884","17.884","19.665","1","use renewable power
stop using coal generated power
adopt reaforestation policies
use vehicles that do not rely on oil products for power
adopt new farming practices that are environmentally friendally
recycle water","no","2.585","139.466","144.527","2","7","3","7","5","4","5","6","6","7","7","6","7","houses need to built in an ecologically friendly manner, ie, insulated, etc
use poer from green resources
drive vehicles which do not rely on oil derved prodcts
","23.572","112.564","168.421","17","6","7","7","5","7","7","5","7","7","7","7","take steps to reduce global warming immediately","5.666","30.61","53.24","13","1","1","1","1","1","1","4","4","3","4","1","no","9.238","46.478","51.715","15","use renewable power","stop using coal generated power","1","<li>use renewable power</li><li>stop using coal generated power</li><li>adopt reaforestation policies</li><li>use vehicles that do not rely on oil products for power</li><li>adopt new farming practices that are environmentally friendally</li><li>recycle water</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",52,37,FALSE,FALSE
"353","0","0","9.348","0","1","0","0","5.232","0","36","1","4","1","","","","","climate change is happening because of the pollution","1.308","1.308","28.061","1","1","3.249","3.249","5.101","1","","","","","","pig
cat
monkey","1.737","1.737","15.487","1","0","0","29.14","0","","","","","","pollution
gases
cars","nothing","4.583","11.944","30.504","2","","","","","","short of food
forest gone
trees","none","3.415","23.208","35.291","2","2","6.597","8.917","9.959","2","reducing waste
electric cars
less cattle","nothing","2.692","12.253","38.998","2","5","6","6","5","5","6","6","6","5","6","6","6","noyhing","4.428","20.886","21.384","15","7","6","6","5","7","7","6","5","6","6","6","nothing","2.427","11.283","16.105","12","2","2","2","2","2","3","2","2","2","2","3","nothing","2.666","52.85","54.879","24","reducing waste","electric cars","1","<li>reducing waste</li><li>electric cars</li><li>less cattle</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",53,38,FALSE,FALSE
